"scientificName","n","dataFrom"
"Megachile dolichosoma Benoist, 1962",5,"randomisedSample"
"Megachile dolosa Alfken, 1936",194,"randomisedSample"
"Megachile duala Strand, 1914",1,"randomisedSample"
"Megachile dubiosa Friese, 1909",1,"randomisedSample"
"Megachile dupla Ritsema, 1880",3,"randomisedSample"
"Megachile durantae Gonzalez, Griswold and Engel, 2018",6,"randomisedSample"
"Megachile edentata Friese, 1925",8,"randomisedSample"
"Megachile edwardsiana Friese, 1925",1,"randomisedSample"
"Megachile erythrocnemis Alfken, 1931",7,"randomisedSample"
"Megachile esakii Yasumatsu, 1935",39,"randomisedSample"
"Megachile esora Cameron, 1903",1,"randomisedSample"
"Megachile eurycephala Wu, 2005",2,"randomisedSample"
"Megachile eximia Friese, 1903",2,"randomisedSample"
"Megachile expleta Mitchell, 1930",1,"randomisedSample"
"Megachile exsecta Pasteels, 1965",1,"randomisedSample"
"Megachile falcidentata Moure and Silveira, 1995",1,"randomisedSample"
"Megachile fastidiosa Mitchell, 1930",14,"randomisedSample"
"Megachile felicis Mitchell, 1930",1,"randomisedSample"
"Megachile ferruginosa Mitchell, 1930",3,"randomisedSample"
"Megachile frankieana Raw, 2006",12,"randomisedSample"
"Megachile fruhstorferi Friese, 1903",3,"randomisedSample"
"Megachile fuliginosa Friese, 1925",116,"randomisedSample"
"Megachile fulvofasciata Radoszkowski, 1882",1,"randomisedSample"
"Megachile fulvovestita Smith, 1853",1,"randomisedSample"
"Megachile fusca Friese, 1903",3,"randomisedSample"
"Megachile futilis Mitchell, 1930",9,"randomisedSample"
"Megachile galactogagates Gribodo, 1894",16,"randomisedSample"
"Megachile gambiensis Cockerell, 1937",5,"randomisedSample"
"Megachile gessi Eardley, 2012",10,"randomisedSample"
"Megachile gessorum Eardley, 2012",10,"randomisedSample"
"Megachile ghilianii Spinola, 1843",1,"randomisedSample"
"Megachile gigantea Friese, 1911",1,"randomisedSample"
"Megachile globiceps (Pasteels, 1970)",70,"randomisedSample"
"Megachile gobabebensis Eardley, 2013",20,"randomisedSample"
"Megachile goegabensis Eardley, 2013",7,"randomisedSample"
"Megachile gomphrenoides Vachal, 1908",6,"randomisedSample"
"Megachile guangxiensis Niu, Wu and Zhu, 2012",1,"randomisedSample"
"Megachile haematoxylonae Mitchell, 1930",1,"randomisedSample"
"Megachile haryanaensis Rahman and Chopra, 1994",9,"randomisedSample"
"Megachile haryanensis Sharma, Simlote and Gupta, 1993",9,"randomisedSample"
"Megachile hecate Vachal, 1903",4,"randomisedSample"
"Megachile hei Wu, 2005",22,"randomisedSample"
"Megachile hisarensis Rahman and Chopra, 1994",1,"randomisedSample"
"Megachile hisarica Engel, 2017",216,"randomisedSample"
"Megachile hubeiensis Wu, 2005",1,"randomisedSample"
"Megachile immanis Mitchell, 1930",147,"randomisedSample"
"Megachile imperialis Friese, 1903",1,"randomisedSample"
"Megachile implicator Cameron, 1897",1,"randomisedSample"
"Megachile incisa Smith, 1858",374,"randomisedSample"
"Megachile interjecta Vachal, 1909",1,"randomisedSample"
"Megachile intermedia Friese, 1903",49,"randomisedSample"
"Megachile invenita (Pasteels, 1965)",1,"randomisedSample"
"Megachile ituriella Pasteels, 1965",3,"randomisedSample"
"Megachile jakesi Tkalců, 1988",4,"randomisedSample"
"Megachile jamaicae (Raw, 1984)",7,"randomisedSample"
"Megachile janthopteriana Strand, 1911",1,"randomisedSample"
"Megachile japonibia Strand, 1910",129,"randomisedSample"
"Megachile joseana Friese, 1917",1,"randomisedSample"
"Megachile katonana Strand, 1911",19,"randomisedSample"
"Megachile kelnerae Pasteels, 1978",3,"randomisedSample"
"Megachile khasiana Cameron, 1904",90,"randomisedSample"
"Megachile kirbyana Cockerell, 1906",6,"randomisedSample"
"Megachile kommai Nagase, 2017",1,"randomisedSample"
"Megachile krebsiana Strand, 1911",1,"randomisedSample"
"Megachile kruegeri Friese, 1924",1,"randomisedSample"
"Megachile kualana Cockerell, 1927",14,"randomisedSample"
"Megachile ladakhensis (Tkalců, 1988)",11,"randomisedSample"
"Megachile laevinasis Vachal, 1904",1,"randomisedSample"
"Megachile laguniana Mitchell, 1937",2,"randomisedSample"
"Megachile laminopeds Wu, 2005",1,"randomisedSample"
"Megachile laniventris Praz, 2021",11,"randomisedSample"
"Megachile latita Mitchell, 1934",8,"randomisedSample"
"Megachile latula Vachal, 1908",4,"randomisedSample"
"Megachile leucopogonites Moure, 1944",3,"randomisedSample"
"Megachile leucopsis Schletterer, 1891",1,"randomisedSample"
"Megachile lichtensteini Radoszkowski, 1882",6,"randomisedSample"
"Megachile limata Vachal, 1908",2,"randomisedSample"
"Megachile lineatula Cockerell, 1937",4,"randomisedSample"
"Megachile lucidifrons Ferton, 1905",5,"randomisedSample"
"Megachile luederwaldti Schrottky, 1913",1,"randomisedSample"
"Megachile luteicornis Pasteels, 1973",26,"randomisedSample"
"Megachile luteoalba Pasteels, 1973",249,"randomisedSample"
"Megachile luteohirta Pasteels, 1973",1,"randomisedSample"
"Megachile maculariformis Cockerell, 1907",1,"randomisedSample"
"Megachile maligna Cameron, 1897",1,"randomisedSample"
"Megachile manipula Romankova, 1983",5,"randomisedSample"
"Megachile manyara Eardley and R. P. Urban, 2006",9,"randomisedSample"
"Megachile marina Friese, 1911",1,"randomisedSample"
"Megachile mastrucatella Strand, 1911",2,"randomisedSample"
"Megachile mauritaniae (Tkalců, 1992)",3,"randomisedSample"
"Megachile maxschwarzi Dorchin and Praz, 2018",264,"randomisedSample"
"Megachile mcnamarae Cockerell, 1929",6,"randomisedSample"
"Megachile mediorufa Cockerell, 1930",1,"randomisedSample"
"Megachile meruensis Friese, 1909",3,"randomisedSample"
"Megachile metathoracica Sichel, 1868",5,"randomisedSample"
"Megachile mguildensis Benoist, 1940",24,"randomisedSample"
"Megachile mimeticana Eardley and R. P. Urban, 2006",1,"randomisedSample"
"Megachile mixtura Eardley and R. P. Urban, 2006",1,"randomisedSample"
"Megachile mlanjensis Meade-Waldo, 1913",1,"randomisedSample"
"Megachile mobilis Mitchell, 1930",1,"randomisedSample"
"Megachile mongoliae (Tkalců, 1988)",6,"randomisedSample"
"Megachile mongolica Morawitz, 1890",1,"randomisedSample"
"Megachile morsitans Saussure, 1890",29,"randomisedSample"
"Megachile moutoni Gribodo, 1894",1,"randomisedSample"
"Megachile naevia Kohl, 1906",7,"randomisedSample"
"Megachile namibensis Eardley, 2012",381,"randomisedSample"
"Megachile nasica Morawitz, 1880",2,"randomisedSample"
"Megachile natensiella Cockerell, 1944",26,"randomisedSample"
"Megachile nigeriensis Cockerell, 1937",5,"randomisedSample"
"Megachile nigribarbis Vachal, 1909",1,"randomisedSample"
"Megachile nigriventris Schenck, 1868",15,"randomisedSample"
"Megachile nigroalba Friese, 1920",49,"randomisedSample"
"Megachile nigroapicalis Wu, 2005",1,"randomisedSample"
"Megachile nigrofulva Hedicke, 1940",1,"randomisedSample"
"Megachile nigropectoralis Wu, 2005",43,"randomisedSample"
"Megachile nigrorufa Pasteels, 1973",1,"randomisedSample"
"Megachile nigroscopula Wu, 1982",1,"randomisedSample"
"Megachile nitidiscutata Friese, 1920",1,"randomisedSample"
"Megachile nubila Vachal, 1904",142,"randomisedSample"
"Megachile oblita Vachal, 1908",5,"randomisedSample"
"Megachile odziro Nagase, 2011",4,"randomisedSample"
"Megachile orcina Vachal, 1908",9,"randomisedSample"
"Megachile paisa Gonzalez, Griswold and Engel, 2018",185,"randomisedSample"
"Megachile palaestina (Tkalců, 1988)",9,"randomisedSample"
"Megachile pallorea Vachal, 1903",1,"randomisedSample"
"Megachile pamperella Vachal, 1908",17,"randomisedSample"
"Megachile panamera Cockerell, 1927",2,"randomisedSample"
"Megachile panda Cockerell, 1931",21,"randomisedSample"
"Megachile papuana Cockerell, 1929",16,"randomisedSample"
"Megachile parabukamensis (Pasteels, 1965)",1,"randomisedSample"
"Megachile paracantha (Pasteels, 1965)",3,"randomisedSample"
"Megachile paraensis Mocsáry, 1887",9,"randomisedSample"
"Megachile paraguayensis Schrottky, 1908",1,"randomisedSample"
"Megachile parata Mitchell, 1930",3,"randomisedSample"
"Megachile paratasmanica Rayment, 1955",304,"randomisedSample"
"Megachile pasteelsi (van der Zanden, 1998)",84,"randomisedSample"
"Megachile paucipunctulata W. F. Kirby, 1900",1,"randomisedSample"
"Megachile pauliani Benoist, 1950",2,"randomisedSample"
"Megachile paupera Pasteels, 1965",1,"randomisedSample"
"Megachile peniculata Gupta, 1988",142,"randomisedSample"
"Megachile pentadenta (Gupta, 1990)",3,"randomisedSample"
"Megachile phaseoli Moure, 1977",1,"randomisedSample"
"Megachile pillaultae Pasteels, 1978",1,"randomisedSample"
"Megachile pinguicula Pasteels, 1965",2,"randomisedSample"
"Megachile pinguiventris Pasteels, 1965",1,"randomisedSample"
"Megachile platensis Roig-Alsina and Torretta, 2023",36,"randomisedSample"
"Megachile pleuralis Vachal, 1908",1,"randomisedSample"
"Megachile plumata Wu, 2005",4,"randomisedSample"
"Megachile plumigera Dorchin and Praz, 2018",1,"randomisedSample"
"Megachile porrectula Cockerell, 1914",74,"randomisedSample"
"Megachile portlandiana Rayment, 1953",1,"randomisedSample"
"Megachile posti Mavromoustakis, 1952",3,"randomisedSample"
"Megachile povolnyi (Tkalců, 1969)",41,"randomisedSample"
"Megachile psenopogoniaea Moure, 1948",118,"randomisedSample"
"Megachile pseudolaminata (Pasteels, 1965)",2,"randomisedSample"
"Megachile pseudotaraxis Eardley, 2012",1,"randomisedSample"
"Megachile pugillatoria Costa, 1863",1,"randomisedSample"
"Megachile pulvinata Vachal, 1910",163,"randomisedSample"
"Megachile quadrata Vachal, 1909",1,"randomisedSample"
"Megachile quadraticauda (Pasteels, 1965)",146,"randomisedSample"
"Megachile rajasthaniensis (Gupta, 1988)",1,"randomisedSample"
"Megachile ramdara Cockerell, 1927",2,"randomisedSample"
"Megachile rava Vachal, 1908",12,"randomisedSample"
"Megachile redondensis Mitchell, 1930",3,"randomisedSample"
"Megachile reepeni Friese, 1918",2,"randomisedSample"
"Megachile relicta Cockerell, 1913",116,"randomisedSample"
"Megachile remigata Vachal, 1908",2,"randomisedSample"
"Megachile rhyssalus Wu, 2005",23,"randomisedSample"
"Megachile riojana Schrottky, 1920",36,"randomisedSample"
"Megachile riomii (Pasteels, 1970)",1,"randomisedSample"
"Megachile rotundiceps Smith, 1857",60,"randomisedSample"
"Megachile rufibasalis Simlote, Sharma and Gupta, 1993",3,"randomisedSample"
"Megachile rufiplantis Vachal, 1904",163,"randomisedSample"
"Megachile rufomandibularis Praz, 2021",43,"randomisedSample"
"Megachile rufopilosa Friese, 1911",9,"randomisedSample"
"Megachile saba Cockerell, 1914",2,"randomisedSample"
"Megachile saganeitana Gribodo, 1894",1,"randomisedSample"
"Megachile sancticlaudii Roig-Alsina and Torretta, 2023",98,"randomisedSample"
"Megachile santaerosae Strand, 1910",1,"randomisedSample"
"Megachile sarahae Eardley, 2012",92,"randomisedSample"
"Megachile sefrensis Benoist, 1943",2,"randomisedSample"
"Megachile selenostoma Cockerell, 1931",4,"randomisedSample"
"Megachile serrigera Cockerell, 1937",2,"randomisedSample"
"Megachile serrula Eardley, 2012",1,"randomisedSample"
"Megachile silvapis Wu, 2005",9,"randomisedSample"
"Megachile silvestris Rayment, 1951",3,"randomisedSample"
"Megachile simpliciclypeata Roig-Alsina and Torretta, 2023",4,"randomisedSample"
"Megachile sinensis (Wu, 1985)",2,"randomisedSample"
"Megachile sladeni Friese, 1903",3,"randomisedSample"
"Megachile soutpansbergensis Eardley, 2012",1,"randomisedSample"
"Megachile sphenapis Wu, 2005",2,"randomisedSample"
"Megachile spinosiventris Pasteels, 1965",2,"randomisedSample"
"Megachile stefenellii Friese, 1903",1,"randomisedSample"
"Megachile stilbonotaspis Moure, 1945",1,"randomisedSample"
"Megachile striatella Rebmann, 1968",5,"randomisedSample"
"Megachile subatrella Rayment, 1939",141,"randomisedSample"
"Megachile subcingulata Moure, 1945",54,"randomisedSample"
"Megachile subpallens Vachal, 1908",1,"randomisedSample"
"Megachile subsericeicauda Rayment, 1939",6,"randomisedSample"
"Megachile subserricauda Rayment, 1935",12,"randomisedSample"
"Megachile subtranquilla Yasumatsu, 1938",43,"randomisedSample"
"Megachile swarbrecki Rayment, 1946",1,"randomisedSample"
"Megachile syriaca Dorchin and Praz, 2018",6,"randomisedSample"
"Megachile taftanica Engel, 2017",7,"randomisedSample"
"Megachile tamiliensis (Gupta, 1991)",7,"randomisedSample"
"Megachile tapytensis Mitchell, 1928",1,"randomisedSample"
"Megachile taraxis Eardley, 2012",2,"randomisedSample"
"Megachile taua Strand, 1911",6,"randomisedSample"
"Megachile tenorai (Tkalců, 1969)",325,"randomisedSample"
"Megachile tenuistriga Alfken, 1938",1,"randomisedSample"
"Megachile tessmanni Pasteels, 1965",7,"randomisedSample"
"Megachile tetradenta (Gupta, 1988)",101,"randomisedSample"
"Megachile tetrodonta Pasteels, 1965",1,"randomisedSample"
"Megachile thevestensis Ferton, 1908",11,"randomisedSample"
"Megachile tomentosa Friese, 1903",2,"randomisedSample"
"Megachile trapezicauda Pasteels, 1965",1,"randomisedSample"
"Megachile triangulifrons Cockerell, 1919",1,"randomisedSample"
"Megachile tributa Vachal, 1909",9,"randomisedSample"
"Megachile trichroma Friese, 1922",80,"randomisedSample"
"Megachile trisecta (Pasteels, 1976)",6,"randomisedSample"
"Megachile trizonata Wu, 2005",14,"randomisedSample"
"Megachile trucis Mitchell, 1930",3,"randomisedSample"
"Megachile truncata Friese, 1903",19,"randomisedSample"
"Megachile truncaticeps Friese, 1909",1,"randomisedSample"
"Megachile turpis Mitchell, 1930",11,"randomisedSample"
"Megachile una Vachal, 1909",1,"randomisedSample"
"Megachile unifasciata Radoszkowski, 1881",1,"randomisedSample"
"Megachile utra Vachal, 1903",1,"randomisedSample"
"Megachile vandeveldii (Meunier, 1888)",36,"randomisedSample"
"Megachile varipes Vachal, 1908",232,"randomisedSample"
"Megachile vetula Vachal, 1904",1,"randomisedSample"
"Megachile voiensis Cockerell, 1937",2,"randomisedSample"
"Megachile vulpina Friese, 1914",8,"randomisedSample"
"Megachile vulpinella Pasteels, 1973",62,"randomisedSample"
"Megachile wagenknechti Ruiz, 1936",4,"randomisedSample"
"Megachile wyndhamensis Rayment, 1935",3,"randomisedSample"
"Megachile yezidica Dorchin and Praz, 2018",3,"randomisedSample"
"Megachile zambesica_homonym Pasteels, 1965",6,"randomisedSample"
"Megachile zebrella Pasteels, 1973",5,"randomisedSample"
"Megachile zernyi Alfken, 1933",5,"randomisedSample"
"Megachile zygia Cameron, 1902",1,"randomisedSample"
"Metadioxys bluethgeni (Popov, 1936)",1,"randomisedSample"
"Noteriades capensis (Friese, 1922)",29,"randomisedSample"
"Noteriades himalayensis Gupta and Simlote, 1993",2,"randomisedSample"
"Noteriades infasciata Simlote and Gupta, 1993",122,"randomisedSample"
"Noteriades jenniferae Griswold and Gonzalez, 2011",1,"randomisedSample"
"Noteriades pulchripes (Cameron, 1897)",4,"randomisedSample"
"Noteriades quinquecostata (Strand, 1912)",1,"randomisedSample"
"Noteriades spinosa Griswold and Gonzalez, 2011",37,"randomisedSample"
"Noteriades tergofasciata Simlote and Gupta, 1993",36,"randomisedSample"
"Noteriades zulu (Strand, 1919)",1,"randomisedSample"
"Osmia alaiensis van der Zanden, 1994",2,"randomisedSample"
"Osmia brevipes van der Zanden, 1994",65,"randomisedSample"
"Osmia centaureae Müller, 2018",1,"randomisedSample"
"Osmia chinensis Morawitz, 1890",82,"randomisedSample"
"Osmia concavoclypearis Wu, 1985",3,"randomisedSample"
"Osmia croceiventris Radoszkowski, 1882",3,"randomisedSample"
"Osmia ephippiata Smith, 1879",1,"randomisedSample"
"Osmia exquisita Griswold and Rightmyer, 2017",1,"randomisedSample"
"Osmia gemina Müller, 2022",206,"randomisedSample"
"Osmia gonzalezi Griswold and Rightmyer, 2017",10,"randomisedSample"
"Osmia haemorrhoa Morawitz, 1887",1,"randomisedSample"
"Osmia hermonensis (Tkalců, 1992)",8,"randomisedSample"
"Osmia imitatrix (Tkalců, 1992)",3,"randomisedSample"
"Osmia jilinensis Wu, 2004",23,"randomisedSample"
"Osmia kashmirensis Nurse, 1903",1,"randomisedSample"
"Osmia lacunosa Griswold and Rightmyer, 2017",76,"randomisedSample"
"Osmia longipalpa Müller, 2022",2,"randomisedSample"
"Osmia nigrocalcaribus Müller, 2022",2,"randomisedSample"
"Osmia nigroscopula (Wu, 1982)",1,"randomisedSample"
"Osmia olgae (Tkalců, 1978)",7,"randomisedSample"
"Osmia palmae Tkalců, 2001",26,"randomisedSample"
"Osmia picena (Tkalců, 1999)",264,"randomisedSample"
"Osmia rosea Friese, 1920",1,"randomisedSample"
"Osmia secunda Peters, 1977",21,"randomisedSample"
"Osmia shaanxiensis Wu, 2004",1,"randomisedSample"
"Osmia spinicoxa Müller, 2020",1,"randomisedSample"
"Osmia spinulifera Griswold and Rightmyer, 2017",2,"randomisedSample"
"Osmia stangei Genaro, 2001",11,"randomisedSample"
"Osmia tyrneri (Tkalců, 1992)",33,"randomisedSample"
"Pachyanthidium anoplos Eardley and Griswold, 2017",2,"randomisedSample"
"Pachyanthidium nigrum Pasteels, 1984",8,"randomisedSample"
"Pachyanthidium rufescens (Friese, 1915)",1,"randomisedSample"
"Paranthidium orizabae (Dalla Torre, 1890)",119,"randomisedSample"
"Pararhophites clavator (Morawitz, 1875)",8,"randomisedSample"
"Prodioxys longiventris (Pérez, 1895)",16,"randomisedSample"
"Protosmia angustimandibulae Müller, 2017",17,"randomisedSample"
"Protosmia burmanica (Bingham, 1897)",3,"randomisedSample"
"Protosmia curviseta Müller, 2022",288,"randomisedSample"
"Protosmia hamulifera Griswold, 2013",13,"randomisedSample"
"Protosmia lusitanica Le Goff and Gonçalves, 2018",1,"randomisedSample"
"Protosmia magna Müller, 2022",1,"randomisedSample"
"Protosmia magnicapitis (Stanůk, 1969)",57,"randomisedSample"
"Protosmia megaceps (Kohl, 1906)",7,"randomisedSample"
"Protosmia sicula (Dalla Torre and Friese, 1895)",3,"randomisedSample"
"Protosmia stelidoides (Pérez, 1895)",4,"randomisedSample"
"Pseudoanthidium amoenum (Pasteels, 1969)",2,"randomisedSample"
"Pseudoanthidium chenggongense Niu and Zhu, 2021",319,"randomisedSample"
"Pseudoanthidium circinatum (Wu, 2004)",1,"randomisedSample"
"Pseudoanthidium deesense (Mavromoustakis, 1948)",3,"randomisedSample"
"Pseudoanthidium kaspareki Le Divelec and Litman, 2021",2,"randomisedSample"
"Pseudoanthidium katbergense (Mavromoustakis, 1940)",3,"randomisedSample"
"Pseudoanthidium kunesense Niu and Zhu, 2021",34,"randomisedSample"
"Pseudoanthidium nanum (Mocsáry, 1880)",15,"randomisedSample"
"Pseudoanthidium palestinicum (Mavromoustakis, 1938)",2,"randomisedSample"
"Pseudoanthidium pictipes (Morawitz, 1893)",1,"randomisedSample"
"Pseudoanthidium rozeni Griswold and Burrows, 2021",8,"randomisedSample"
"Pseudoanthidium serratocaudatum (Gupta, Sharma and Simlote, 1993)",23,"randomisedSample"
"Pseudoanthidium tenellum (Mocsáry, 1880)",1,"randomisedSample"
"Pseudoanthidium tropicum (Warncke, 1982)",1,"randomisedSample"
"Pseudoanthidium xinjiangense (Wu, 2004)",3,"randomisedSample"
"Pseudoanthidium yanruae Niu and Zhu, 2021",2,"randomisedSample"
"Pseudoheriades himalayensis Sharma, Simlote and Gupta, 1993",2,"randomisedSample"
"Pseudoheriades mevata (Gupta and Sharma, 1993)",1,"randomisedSample"
"Pseudoheriades pentatuberculata (Gupta and Sharma, 1993)",4,"randomisedSample"
"Pseudoheriades rajasthaniensis Sharma, Simlote and Gupta, 1993",1,"randomisedSample"
"Pseudoheriades rufomandibulata (Gupta and Sharma, 1993)",12,"randomisedSample"
"Pseudoheriades tolawasensis (Sharma and Gupta, 1994)",1,"randomisedSample"
"Radoszkowskiana tkalcui Schwarz, 2001",6,"randomisedSample"
"Saranthidium limbatum (Fabricius, 1804)",356,"randomisedSample"
"Serapista aspernigra Eardley and Griswold, 2016",4,"randomisedSample"
